temporada,jornada,fecha,hora,estadio,local,visit,local_goals,visit_goals,minutos_local,minutos_visit,goles_local,goles_visit,tiros_gol_local,tiros_gol_visit,tiros_esquina_local,tiros_esquina_visit,cambios_local,cambios_visit,fuera_lugar_local,fuera_lugar_visit,amarilla_local,amarilla_visit,roja_local,roja_visit
Torneo de Clausura / Temporada 2024-2025,6,"Lunes, 3 de Febrero de 2025",15:45 hrs. - 16:45 HC.,Olímpico Benito Juárez,FC Juárez,León,4,1,"[24, 61, 83, 86]",[31],10.275862068965518,2.586206896551724,10.275862068965518,12.89655172413793,10.275862068965518,10.275862068965518,12.862068965517242,12.89655172413793,5.137931034482759,0.0,7.724137931034483,5.137931034482759,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,6,"Lunes, 3 de Febrero de 2025",19:00 hrs.,Hidalgo,Pachuca,América,2,1,"[32, 57]",[52],2.1379310344827585,1.0689655172413792,3.206896551724138,10.724137931034482,4.275862068965517,12.89655172413793,2.1379310344827585,4.275862068965517,0.0,6.413793103448276,3.206896551724138,2.1379310344827585,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",15:45 hrs.,Instalaciones la Noria Cancha 1,Cruz Azul,Tigres,1,2,[51],"[3, 13]",1.4137931034482758,2.8620689655172415,5.724137931034483,8.586206896551724,7.137931034482759,12.89655172413793,4.275862068965517,7.137931034482759,0.0,1.4137931034482758,0.0,5.724137931034483,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",17:00 hrs.,Cuauhtémoc,Puebla F.C.,Pumas,0,1,[],[60],0.0,1.6206896551724137,1.6206896551724137,8.03448275862069,8.03448275862069,12.89655172413793,6.448275862068965,8.03448275862069,3.206896551724138,4.827586206896552,0.0,0.0,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",18:00 hrs.,Nemesio Diez,Toluca,Atlas,0,2,[],"[33, 80]",0.0,3.689655172413793,1.8275862068965518,7.344827586206897,12.862068965517242,12.89655172413793,9.172413793103448,5.517241379310345,1.8275862068965518,7.344827586206897,0.0,1.8275862068965518,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",20:15 hrs.,Estadio BBVA,Rayadas,Necaxa,4,0,"[15, 34, 66, 75]",[],4.275862068965517,0.0,11.793103448275861,2.1379310344827585,6.448275862068965,0.0,5.344827586206897,5.344827586206897,0.0,1.0689655172413792,0.0,1.0689655172413792,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",19:00 hrs.,Estadio AKRON,Guadalajara,Atlético de San Luis,3,1,"[3, 11, 50]",[19],7.724137931034483,2.586206896551724,7.724137931034483,2.586206896551724,12.862068965517242,12.89655172413793,12.862068965517242,12.89655172413793,0.0,2.586206896551724,5.137931034482759,10.275862068965518,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",20:00 hrs.,Ciudad De Los Deportes,América,Mazatlán FC,6,0,"[6, 35, 49, 61, 83, 90]",[],7.724137931034483,0.0,12.862068965517242,1.2758620689655173,12.862068965517242,0.0,5.137931034482759,3.8620689655172415,2.586206896551724,0.0,1.2758620689655173,3.8620689655172415,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",21:00 hrs.,TSM Corona,Santos Laguna,Club Tijuana,1,3,[51],"[33, 54, 74]",1.4137931034482758,4.275862068965517,12.862068965517242,1.4137931034482758,5.724137931034483,10.0,7.137931034482759,7.137931034482759,2.8620689655172415,1.4137931034482758,5.724137931034483,2.8620689655172415,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",20:00 hrs. - 21:00 HC.,Olímpico Benito Juárez,FC Juárez,Querétaro,1,0,[70],[],2.586206896551724,0.0,12.862068965517242,10.275862068965518,10.275862068965518,5.137931034482759,12.862068965517242,12.89655172413793,2.586206896551724,2.586206896551724,2.586206896551724,7.724137931034483,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,7,"Viernes, 7 de Febrero de 2025",19:00 hrs.,Nou Camp,León,Pachuca,0,2,[],"[24, 88]",0.0,3.206896551724138,6.448275862068965,6.413793103448276,6.448275862068965,6.413793103448276,6.448275862068965,8.03448275862069,12.862068965517242,0.0,3.206896551724138,6.413793103448276,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Domingo, 9 de Febrero de 2025",12:00 hrs.,Nemesio Diez,Toluca,Santos Laguna,2,1,"[28, 55]",[79],3.689655172413793,1.8275862068965518,1.8275862068965518,3.689655172413793,12.862068965517242,12.89655172413793,9.172413793103448,7.344827586206897,0.0,5.517241379310345,5.517241379310345,3.689655172413793,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",17:00 hrs.,Universitario,Tigres,Atlético de San Luis,2,1,"[52, 54]",[38],2.8620689655172415,1.4137931034482758,2.8620689655172415,0.0,12.862068965517242,4.275862068965517,7.137931034482759,7.137931034482759,4.275862068965517,0.0,1.4137931034482758,5.724137931034483,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",17:00 hrs.,Olímpico Universitario,Pumas,Cruz Azul,2,0,"[11, 62]",[],2.8620689655172415,0.0,8.586206896551724,5.724137931034483,8.586206896551724,12.89655172413793,5.724137931034483,4.275862068965517,2.8620689655172415,0.0,1.4137931034482758,1.4137931034482758,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",19:00 hrs.,La Corregidora,Querétaro,Puebla F.C.,0,0,[],[],0.0,0.0,8.586206896551724,8.586206896551724,12.862068965517242,4.275862068965517,10.724137931034482,8.586206896551724,2.1379310344827585,0.0,4.275862068965517,4.275862068965517,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",19:06 hrs.,Hidalgo,Pachuca,FC Juárez,6,1,"[4, 22, 31, 37, 56, 63]",[74],11.03448275862069,1.8275862068965518,12.862068965517242,3.689655172413793,9.172413793103448,3.689655172413793,9.172413793103448,9.172413793103448,1.8275862068965518,1.8275862068965518,0.0,0.0,0.0,0.0
Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",20:00 hrs.,Ciudad De Los Deportes,América,Rayadas,3,2,"[34, 61, 13]","[46, 58]",2.7586206896551726,1.8275862068965518,11.03448275862069,0.9310344827586207,12.862068965517242,1.8275862068965518,2.7586206896551726,4.586206896551724,2.7586206896551726,0.9310344827586207,0.9310344827586207,0.0,0.0,0.0
