,temporada,jornada,fecha,hora,estadio,local,visit,local_goals,visit_goals,minutos_local,minutos_visit,goles_local,goles_visit,tiros_gol_local,tiros_gol_visit,tiros_esquina_local,tiros_esquina_visit,cambios_local,cambios_visit,fuera_lugar_local,fuera_lugar_visit,amarilla_local,amarilla_visit,roja_local,roja_visit
19,Torneo de Clausura / Temporada 2024-2025,3,"Miercoles, 15 de Enero de 2025",15:45 hrs.,Hidalgo,Pachuca,Cruz Azul,2,2,"[33, 46]","[45, 69]",2.0,2.0,5.0,7.0,5.0,5.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
20,Torneo de Clausura / Temporada 2024-2025,3,"Miercoles, 15 de Enero de 2025",18:00 hrs.,Alfonso Lastras Ramírez,Atlético de San Luis,Rayadas,1,0,[19],[],1.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0
21,Torneo de Clausura / Temporada 2024-2025,3,"Miercoles, 15 de Enero de 2025",19:00 hrs.,Cuauhtémoc,Puebla F.C.,León,1,2,[14],"[48, 60]",1.0,2.0,5.0,11.0,1.0,11.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0
22,Torneo de Clausura / Temporada 2024-2025,3,"Miercoles, 15 de Enero de 2025",20:00 hrs.,La Corregidora,Querétaro,Mazatlán FC,3,1,"[20, 64, 75]",[53],3.0,1.0,6.0,5.0,0.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0
23,Torneo de Clausura / Temporada 2024-2025,3,"Jueves, 16 de Enero de 2025",15:45 hrs.,Instalaciones Casa Club Necaxa Cancha 1,Necaxa,América,0,5,[],"[31, 39, 45, 61, 65]",0.0,5.0,0.0,9.0,0.0,10.0,5.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0
24,Torneo de Clausura / Temporada 2024-2025,3,"Jueves, 16 de Enero de 2025",19:00 hrs.,Universitario,Tigres,Atlas,1,2,[60],"[17, 30]",1.0,2.0,5.0,3.0,6.0,0.0,4.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0
25,Torneo de Clausura / Temporada 2024-2025,3,"Jueves, 16 de Enero de 2025",21:06 hrs.,Estadio AKRON,Guadalajara,FC Juárez,0,0,[],[],0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
26,Torneo de Clausura / Temporada 2024-2025,3,"Viernes, 17 de Enero de 2025",19:00 hrs. - 21:00 HC.,Caliente,Club Tijuana,Toluca,3,1,"[46, 58, 74]",[29],3.0,1.0,8.0,1.0,8.0,4.0,5.0,3.0,13.0,5.0,1.0,0.0,0.0,0.0
27,Torneo de Clausura / Temporada 2024-2025,4,"Domingo, 19 de Enero de 2025",19:00 hrs.,Estadio BBVA,Rayadas,Puebla F.C.,5,1,"[37, 41, 52, 76, 86]",[21],5.0,1.0,9.0,0.0,8.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
28,Torneo de Clausura / Temporada 2024-2025,4,"Domingo, 19 de Enero de 2025",20:00 hrs. - 21:00 HC.,El Encanto,Mazatlán FC,Pachuca,0,2,[],"[23, 45]",0.0,2.0,1.0,8.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0
29,Torneo de Clausura / Temporada 2024-2025,4,"Lunes, 20 de Enero de 2025",16:30 hrs.,Nou Camp,León,Tigres,2,2,"[25, 29]","[69, 81]",2.0,2.0,3.0,4.0,1.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,0.0,0.0
30,Torneo de Clausura / Temporada 2024-2025,4,"Lunes, 20 de Enero de 2025",15:45 hrs. - 16:45 HC.,Olímpico Benito Juárez,FC Juárez,Pumas,1,1,[3],[37],1.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0
31,Torneo de Clausura / Temporada 2024-2025,4,"Lunes, 20 de Enero de 2025",17:00 hrs.,Alfonso Lastras Ramírez,Atlético de San Luis,Club Tijuana,2,0,"[4, 22]",[],2.0,0.0,2.0,4.0,2.0,6.0,5.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0
32,Torneo de Clausura / Temporada 2024-2025,4,"Lunes, 20 de Enero de 2025",19:00 hrs.,Nemesio Diez,Toluca,Querétaro,1,2,[59],"[19, 89]",1.0,2.0,10.0,3.0,7.0,3.0,4.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0
33,Torneo de Clausura / Temporada 2024-2025,4,"Martes, 21 de Enero de 2025",15:45 hrs.,Instalaciones la Noria Cancha 1,Cruz Azul,Guadalajara,1,1,[51],[87],1.0,1.0,6.0,4.0,5.0,3.0,5.0,4.0,1.0,3.0,4.0,2.0,0.0,0.0
34,Torneo de Clausura / Temporada 2024-2025,4,"Martes, 21 de Enero de 2025",19:00 hrs.,Jalisco,Atlas,América,0,3,[],"[21, 38, 66]",0.0,3.0,3.0,14.0,3.0,4.0,5.0,5.0,0.0,4.0,2.0,4.0,1.0,0.0
35,Torneo de Clausura / Temporada 2024-2025,4,"Martes, 21 de Enero de 2025",21:00 hrs.,TSM Corona,Santos Laguna,Necaxa,2,3,"[77, 90]","[31, 45, 59]",2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,0.0,2.0,1.0,4.0,1.0,0.0
36,Torneo de Clausura / Temporada 2024-2025,5,"Viernes, 24 de Enero de 2025",16:00 hrs. - 18:00 HC.,Caliente,Club Tijuana,Querétaro,0,1,[],[56],0.0,1.0,12.0,0.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
37,Torneo de Clausura / Temporada 2024-2025,5,"Sábado, 25 de Enero de 2025",15:45 hrs.,Ciudad De Los Deportes,América,León,5,0,"[12, 28, 41, 45, 90]",[],5.0,0.0,6.0,0.0,13.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
38,Torneo de Clausura / Temporada 2024-2025,5,"Domingo, 26 de Enero de 2025",12:00 hrs.,Cuauhtémoc,Puebla F.C.,Atlas,0,3,[],"[1, 48, 90]",0.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,2.0,0.0,0.0
39,Torneo de Clausura / Temporada 2024-2025,5,"Domingo, 26 de Enero de 2025",15:45 hrs.,Instalaciones la Noria Cancha 1,Cruz Azul,Mazatlán FC,4,0,"[17, 18, 52, 85]",[],4.0,0.0,9.0,2.0,4.0,0.0,5.0,3.0,5.0,1.0,0.0,3.0,0.0,0.0
40,Torneo de Clausura / Temporada 2024-2025,5,"Domingo, 26 de Enero de 2025",17:05 hrs.,Estadio AKRON,Guadalajara,Rayadas,0,1,[],[90],0.0,1.0,8.0,3.0,0.0,1.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0
41,Torneo de Clausura / Temporada 2024-2025,5,"Domingo, 26 de Enero de 2025",19:06 hrs.,Universitario,Tigres,Toluca,5,0,"[6, 35, 39, 54, 80]",[],5.0,0.0,9.0,0.0,4.0,1.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0
42,Torneo de Clausura / Temporada 2024-2025,5,"Domingo, 26 de Enero de 2025",21:10 hrs.,Hidalgo,Pachuca,Atlético de San Luis,5,0,"[1, 3, 29, 49, 75]",[],5.0,0.0,11.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0
43,Torneo de Clausura / Temporada 2024-2025,5,"Lunes, 27 de Enero de 2025",18:00 hrs.,Victoria,Necaxa,Pumas,1,4,[20],"[25, 45, 45, 72]",1.0,4.0,2.0,6.0,2.0,10.0,4.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0
44,Torneo de Clausura / Temporada 2024-2025,5,"Lunes, 27 de Enero de 2025",21:00 hrs.,TSM Corona,Santos Laguna,FC Juárez,1,2,[90],"[12, 74]",1.0,2.0,3.0,3.0,4.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
45,Torneo de Clausura / Temporada 2024-2025,6,"Viernes, 31 de Enero de 2025",17:00 hrs.,Jalisco,Atlas,Cruz Azul,1,1,[50],[78],1.0,1.0,6.0,7.0,3.0,3.0,3.0,5.0,0.0,3.0,2.0,2.0,0.0,1.0
46,Torneo de Clausura / Temporada 2024-2025,6,"Viernes, 31 de Enero de 2025",17:00 hrs.,Olímpico Universitario,Pumas,Toluca,3,0,"[17, 51, 88]",[],3.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,2.0,1.0,0.0,0.0
47,Torneo de Clausura / Temporada 2024-2025,6,"Viernes, 31 de Enero de 2025",19:00 hrs.,La Corregidora,Querétaro,Tigres,1,1,[10],[50],1.0,1.0,1.0,11.0,0.0,13.0,5.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0
48,Torneo de Clausura / Temporada 2024-2025,6,"Viernes, 31 de Enero de 2025",19:00 hrs.,Alfonso Lastras Ramírez,Atlético de San Luis,Santos Laguna,3,0,"[33, 45, 90]",[],3.0,0.0,4.0,8.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0
49,Torneo de Clausura / Temporada 2024-2025,6,"Domingo, 2 de Febrero de 2025",17:00 hrs.,Victoria,Necaxa,Puebla F.C.,1,1,[1],[64],1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,7.0,1.0,2.0,5.0,0.0,0.0
50,Torneo de Clausura / Temporada 2024-2025,6,"Domingo, 2 de Febrero de 2025",19:10 hrs.,Estadio BBVA,Rayadas,Club Tijuana,1,1,[43],[57],1.0,1.0,2.0,11.0,2.0,5.0,5.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0
51,Torneo de Clausura / Temporada 2024-2025,6,"Domingo, 2 de Febrero de 2025",20:06 hrs. - 21:06 HC.,El Encanto,Mazatlán FC,Guadalajara,0,8,[],"[17, 47, 49, 53, 64, 73, 78, 87]",0.0,8.0,0.0,7.0,0.0,12.0,3.0,5.0,1.0,5.0,2.0,1.0,1.0,0.0
52,Torneo de Clausura / Temporada 2024-2025,6,"Lunes, 3 de Febrero de 2025",15:45 hrs. - 16:45 HC.,Olímpico Benito Juárez,FC Juárez,León,4,1,"[24, 61, 83, 86]",[31],4.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,3.0,2.0,0.0,0.0
53,Torneo de Clausura / Temporada 2024-2025,6,"Lunes, 3 de Febrero de 2025",19:00 hrs.,Hidalgo,Pachuca,América,2,1,"[32, 57]",[52],2.0,1.0,3.0,10.0,4.0,12.0,2.0,4.0,0.0,6.0,3.0,2.0,0.0,0.0
54,Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",15:45 hrs.,Instalaciones la Noria Cancha 1,Cruz Azul,Tigres,1,2,[51],"[3, 13]",1.0,2.0,4.0,6.0,5.0,9.0,3.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0
55,Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",17:00 hrs.,Cuauhtémoc,Puebla F.C.,Pumas,0,1,[],[60],0.0,1.0,1.0,5.0,5.0,8.0,4.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
56,Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",18:00 hrs.,Nemesio Diez,Toluca,Atlas,0,2,[],"[33, 80]",0.0,2.0,1.0,4.0,7.0,7.0,5.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0
57,Torneo de Clausura / Temporada 2024-2025,7,"Miercoles, 5 de Febrero de 2025",20:15 hrs.,Estadio BBVA,Rayadas,Necaxa,4,0,"[15, 34, 66, 75]",[],4.0,0.0,11.0,2.0,6.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
58,Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",19:00 hrs.,Estadio AKRON,Guadalajara,Atlético de San Luis,3,1,"[3, 11, 50]",[19],3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0
59,Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",20:00 hrs.,Ciudad De Los Deportes,América,Mazatlán FC,6,0,"[6, 35, 49, 61, 83, 90]",[],6.0,0.0,10.0,1.0,10.0,0.0,4.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0
60,Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",21:00 hrs.,TSM Corona,Santos Laguna,Club Tijuana,1,3,[51],"[33, 54, 74]",1.0,3.0,9.0,1.0,4.0,7.0,5.0,5.0,2.0,1.0,4.0,2.0,0.0,0.0
61,Torneo de Clausura / Temporada 2024-2025,7,"Jueves, 6 de Febrero de 2025",20:00 hrs. - 21:00 HC.,Olímpico Benito Juárez,FC Juárez,Querétaro,1,0,[70],[],1.0,0.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0
62,Torneo de Clausura / Temporada 2024-2025,7,"Viernes, 7 de Febrero de 2025",19:00 hrs.,Nou Camp,León,Pachuca,0,2,[],"[24, 88]",0.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,8.0,0.0,2.0,4.0,0.0,0.0
63,Torneo de Clausura / Temporada 2024-2025,8,"Domingo, 9 de Febrero de 2025",12:00 hrs.,Nemesio Diez,Toluca,Santos Laguna,2,1,"[28, 55]",[79],2.0,1.0,1.0,2.0,7.0,7.0,5.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0
64,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",17:00 hrs.,Universitario,Tigres,Atlético de San Luis,2,1,"[52, 54]",[38],2.0,1.0,2.0,0.0,9.0,3.0,5.0,5.0,3.0,0.0,1.0,4.0,0.0,0.0
65,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",17:00 hrs.,Olímpico Universitario,Pumas,Cruz Azul,2,0,"[11, 62]",[],2.0,0.0,6.0,4.0,6.0,9.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0
66,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",19:00 hrs.,La Corregidora,Querétaro,Puebla F.C.,0,0,[],[],0.0,0.0,4.0,4.0,6.0,2.0,5.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0
67,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",19:06 hrs.,Hidalgo,Pachuca,FC Juárez,6,1,"[4, 22, 31, 37, 56, 63]",[74],6.0,1.0,7.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
68,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",20:00 hrs.,Ciudad De Los Deportes,América,Rayadas,3,2,"[34, 61, 13]","[46, 58]",3.0,2.0,12.0,1.0,14.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
69,Torneo de Clausura / Temporada 2024-2025,8,"Lunes, 10 de Febrero de 2025",19:00 hrs. - 21:00 HC.,Caliente,Club Tijuana,Guadalajara,1,1,[89],[69],1.0,1.0,3.0,6.0,3.0,6.0,4.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0
70,Torneo de Clausura / Temporada 2024-2025,8,"Martes, 11 de Febrero de 2025",19:00 hrs.,Jalisco,Atlas,Necaxa,4,1,"[14, 23, 45, 82]",[47],4.0,1.0,8.0,2.0,7.0,5.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
71,Torneo de Clausura / Temporada 2024-2025,8,"Martes, 11 de Febrero de 2025",20:06 hrs. - 21:06 HC.,El Encanto,Mazatlán FC,León,1,2,[58],"[12, 82]",1.0,2.0,2.0,5.0,5.0,8.0,2.0,4.0,0.0,3.0,3.0,4.0,0.0,0.0
72,Torneo de Clausura / Temporada 2024-2025,9,"Jueves, 13 de Febrero de 2025",21:06 hrs.,Estadio AKRON,Guadalajara,Toluca,1,0,[90],[],1.0,0.0,6.0,5.0,4.0,6.0,4.0,5.0,4.0,2.0,3.0,5.0,0.0,0.0
73,Torneo de Clausura / Temporada 2024-2025,9,"Viernes, 14 de Febrero de 2025",16:00 hrs.,Victoria,Necaxa,Club Tijuana,1,3,[68],"[37, 45, 45]",1.0,3.0,5.0,6.0,2.0,4.0,4.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0
74,Torneo de Clausura / Temporada 2024-2025,9,"Viernes, 14 de Febrero de 2025",17:00 hrs.,TSM Corona,Santos Laguna,Pachuca,1,3,[32],"[9, 80, 83]",1.0,3.0,0.0,4.0,1.0,5.0,4.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0
75,Torneo de Clausura / Temporada 2024-2025,9,"Viernes, 14 de Febrero de 2025",18:00 hrs.,Olímpico Universitario,Pumas,América,1,3,[76],"[48, 62, 80]",1.0,3.0,1.0,10.0,1.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0
76,Torneo de Clausura / Temporada 2024-2025,9,"Viernes, 14 de Febrero de 2025",20:10 hrs.,Estadio BBVA,Rayadas,Tigres,1,5,[45],"[8, 38, 50, 76, 84]",1.0,5.0,2.0,3.0,1.0,6.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0
77,Torneo de Clausura / Temporada 2024-2025,9,"Sábado, 15 de Febrero de 2025",17:00 hrs.,Alfonso Lastras Ramírez,Atlético de San Luis,Querétaro,1,2,[90],"[20, 37]",1.0,2.0,9.0,4.0,8.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,1.0,0.0
78,Torneo de Clausura / Temporada 2024-2025,9,"Domingo, 16 de Febrero de 2025",12:00 hrs.,Cuauhtémoc,Puebla F.C.,Cruz Azul,0,5,[],"[4, 10, 41, 44, 56]",0.0,5.0,6.0,8.0,1.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,0.0
79,Torneo de Clausura / Temporada 2024-2025,9,"Domingo, 16 de Febrero de 2025",16:00 hrs.,Nou Camp,León,Atlas,4,3,"[3, 34, 51, 75]","[15, 69, 90]",4.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0
80,Torneo de Clausura / Temporada 2024-2025,9,"Domingo, 16 de Febrero de 2025",18:00 hrs. - 19:00 HC.,Olímpico Benito Juárez,FC Juárez,Mazatlán FC,0,1,[],[79],0.0,1.0,15.0,2.0,8.0,1.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0
81,Torneo de Clausura / Temporada 2024-2025,13,"Jueves, 27 de Febrero de 2025",18:00 hrs.,Nemesio Diez,Toluca,Necaxa,3,0,"[14, 45, 66]",[],3.0,0.0,11.0,4.0,8.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
82,Torneo de Clausura / Temporada 2024-2025,10,"Viernes, 28 de Febrero de 2025",20:00 hrs.,Ciudad De Los Deportes,América,Atlético de San Luis,4,0,"[11, 41, 45, 90]",[],4.0,0.0,8.0,0.0,6.0,0.0,5.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0
83,Torneo de Clausura / Temporada 2024-2025,10,"Domingo, 2 de Marzo de 2025",16:00 hrs. - 18:00 HC.,Caliente,Club Tijuana,León,2,3,"[81, 89]","[23, 67, 82]",2.0,3.0,9.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0
84,Torneo de Clausura / Temporada 2024-2025,10,"Domingo, 2 de Marzo de 2025",19:00 hrs. - 20:00 HC.,El Encanto,Mazatlán FC,Puebla F.C.,3,0,"[9, 58, 83]",[],3.0,0.0,2.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0
